gain	42	5	-100.56
gain	5	43	-94.83
gain	43	5	-88.07
gain	5	44	-92.59
gain	44	5	-84.63
gain	5	45	-86.28
gain	45	5	-93.84
gain	5	46	-90.35
gain	46	5	-94.95
gain	5	47	-90.69
gain	47	5	-86.04
gain	5	48	-91.12
gain	48	5	-91.35
gain	5	49	-94.20
gain	49	5	-93.84
gain	5	50	-98.62
gain	50	5	-98.29
gain	5	51	-93.68
gain	51	5	-100.56
gain	5	52	-98.90
gain	52	5	-92.78
gain	5	53	-96.02
gain	53	5	-93.79
gain	5	54	-92.45
gain	54	5	-89.27
gain	5	55	-99.46
gain	55	5	-92.72
gain	5	56	-92.44
gain	56	5	-90.24
gain	5	57	-103.44
gain	57	5	-95.83
gain	5	58	-96.62
gain	58	5	-93.52
gain	5	59	-99.10
gain	59	5	-97.45
gain	5	60	-101.08
gain	60	5	-93.93
gain	5	61	-95.96
gain	61	5	-91.88
gain	5	62	-94.18
gain	62	5	-91.59
gain	5	63	-96.92
gain	63	5	-97.14
gain	5	64	-97.83
gain	64	5	-91.48
gain	5	65	-99.11
gain	65	5	-103.39
gain	5	66	-92.95
gain	66	5	-95.05
gain	5	67	-95.68
gain	67	5	-97.63
gain	5	68	-99.60
gain	68	5	-98.96
gain	5	69	-90.03
gain	69	5	-96.92
gain	5	70	-102.90
gain	70	5	-98.60
gain	5	71	-100.95
gain	71	5	-99.31
gain	5	72	-105.53
gain	72	5	-97.81
gain	5	73	-98.21
gain	73	5	-98.34
gain	5	74	-100.35
gain	74	5	-100.45
gain	5	75	-104.03
gain	75	5	-96.10
gain	5	76	-101.66
gain	76	5	-95.24
gain	5	77	-93.61
gain	77	5	-94.63
gain	5	78	-102.55
gain	78	5	-100.27
gain	5	79	-99.21
gain	79	5	-94.39
gain	5	80	-99.28
gain	80	5	-97.80
gain	5	81	-102.96
gain	81	5	-100.11
gain	5	82	-101.36
gain	82	5	-97.85
gain	5	83	-101.98
gain	83	5	-94.08
gain	5	84	-94.46
gain	84	5	-100.06
gain	5	85	-102.49
gain	85	5	-98.49
gain	5	86	-105.14
gain	86	5	-100.34
gain	5	87	-98.46
gain	87	5	-97.43
gain	5	88	-100.29
gain	88	5	-97.11
gain	5	89	-97.84
gain	89	5	-98.29
gain	5	90	-93.48
gain	90	5	-98.68
gain	5	91	-98.41
gain	91	5	-101.98
gain	5	92	-99.15
gain	92	5	-102.75
gain	5	93	-103.21
gain	93	5	-102.29
gain	5	94	-103.21
gain	94	5	-103.06
gain	5	95	-100.19
gain	95	5	-100.52
gain	5	96	-104.88
gain	96	5	-102.08
gain	5	97	-99.02
gain	97	5	-101.94
gain	5	98	-107.06
gain	98	5	-100.87
gain	5	99	-100.66
gain	99	5	-99.71
gain	6	7	-68.50
gain	7	6	-68.99
gain	6	8	-75.43
gain	8	6	-78.77
gain	6	9	-94.51
gain	9	6	-86.32
gain	6	10	-96.82
gain	10	6	-96.32
